template_name,card_name,record_type,question_label,question_data_name,question_input_type,function_name,function_body,function_args
Bakery,9 Business Outlook,Question,What is the total number of staff members in the Bakery ?(including applicant),staffCount,number,,,[]
Bakery,10 Income Details,Function Definition,,,,salesValueCalc,return(Number(params1)*Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Bakery,10 Income Details,Function Definition,,,,totalSalesValueCalc,return(Number(params1)+Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Bakery,11 Purchase Details,Function Definition,,,,monthlyCostCalc,return(Number(params1)*Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Bakery,11 Purchase Details,Function Definition,,,,totalMonthlyCostCalc,return(Number(params1)+Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Bakery,12 Additional Expense Details,Function Definition,,,,totalMonthlyAdditionalExpenseFunction,return (Number(additionalMonthlyStaffSalary) + Number(teaCups) + Number(electricity) + Number(gas) + Number(cleaningEssentials) + Number(waterBill) + Number(wastage) + Number(transportation) + Number(otherMonthlyExpense)).toFixed(2);,"[""additionalMonthlyStaffSalary"", ""teaCups"", ""electricity"", ""gas"", ""cleaningEssentials"", ""waterBill"", ""wastage"", ""transportation"", ""otherMonthlyExpense""]"
Bakery,12 Additional Expense Details,Function Definition,,,,totalMonthlyOperatingExpenseFunction,return  (Number(totalMonthlyAdditionalExpense) + Number(totalMonthlyPurchaseCost)).toFixed(2);,"[""totalMonthlyAdditionalExpense"", ""totalMonthlyPurchaseCost""]"
Bakery,12 Additional Expense Details,Question,Monthly Salary to staff,additionalMonthlyStaffSalary,number,,,[]
Bakery,12 Additional Expense Details,Question,Electricity,electricity,number,,,[]
Bakery,12 Additional Expense Details,Question,Gas,gas,number,,,[]
Bakery,12 Additional Expense Details,Question,"Cleaning Essentials (Soap, tissues)",cleaningEssentials,number,,,[]
Bakery,12 Additional Expense Details,Question,Water Bill,waterBill,number,,,[]
Bakery,12 Additional Expense Details,Question,Wastage,wastage,number,,,[]
Bakery,12 Additional Expense Details,Question,Transport & Travel,transportation,number,,,[]
Bakery,12 Additional Expense Details,Question,Other Monthly Expense,otherMonthlyExpense,number,,,[]
Bakery,13 AM Remarks,Question,AM Remarks,amRemarks,textArea,,,[]
Bakery,success,Function Definition,,,,totalRentExpenseFunction,const totalRentExpense = rentAmount || 0; return totalRentExpense.toFixed(2);,"[""rentAmount""]"
Bakery,success,Function Definition,,,,assessedGrossMonthlyIncomeFunction,return (Number(totalMonthlyRevenue) - Number(totalMonthlyOperatingExpense)).toFixed(2);,"[""totalMonthlyRevenue"", ""totalMonthlyOperatingExpense""]"
Bakery,success,Function Definition,,,,assessedNetMonthlyIncomeFunction,return (Number(totalMonthlyRevenue) - Number(totalMonthlyOperatingExpense) - Number(totalRentExpense)).toFixed(2);,"[""totalMonthlyRevenue"", ""totalMonthlyOperatingExpense"", ""totalRentExpense""]"
Bakery,success,Function Definition,,,,occGrossMarginFunction,return ((Number(assessedGrossMonthlyIncome)/Number(totalMonthlyRevenue))*100).toFixed(2);,"[""assessedGrossMonthlyIncome"", ""totalMonthlyRevenue""]"
Bakery,success,Function Definition,,,,occNetMarginFunction,return ((Number(assessedNetMonthlyIncome)/Number(totalMonthlyRevenue))*100).toFixed(2);,"[""assessedNetMonthlyIncome"", ""totalMonthlyRevenue""]"
Bakery,success,Function Definition,,,,totalRentExpenseFunction,const totalRentExpense = rentAmount || 0; return totalRentExpense.toFixed(2);,"[""rentAmount""]"
Driver Salaried,1 Basic Details,Question,Since how long the Applicant is involved in this occupation? (In Years),occVintage,number,,,[]
Driver Salaried,1 Basic Details,Question,Name (If Other),otherName,text,,,[]
Driver Salaried,4 Employment Details,Question,Employer Type ,employerType,radio,,,[]
Driver Salaried,2 Income Details,Function Definition,,,,sum,return (Number(param1) + Number(param2)).toFixed(2);,"[""param1"", ""param2""]"
Driver Salaried,2 Income Details,Function Definition,,,,concatenateStrings,return str1 + str2;,"[""str1"", ""str2""]"
Driver Salaried,2 Income Details,Question,Monthly Fixed Salary,declaredMonthlyIncomeFixed,number,,,[]
Driver Salaried,2 Income Details,Question,Average Monthly Variable Income,declaredMonthlyIncomeVariable,number,,,[]
Driver Salaried,2 Income Details,Question,Percentage of income coming in bank account,incomePercentageInBank,number,,,[]
Driver Salaried,2 Income Details,Question,Bank Name where salary is received,incomeBankName,text,,,[]
Driver Salaried,Remarks,Question,Additional remarks,remarks,textArea,,,[]
Driver Salaried,4.1 Organisation,Question,Employer Reference Name,employerName,text,,,[]
Driver Salaried,4.1 Organisation,Question,Employer Reference Contact,employerContact,number,,,[]
Pension Income,1,Question,Who is earning Pension? ,pensionEarnedBy,radio,,,[]
Pension Income,1,Question,Name of the Person Earning Pension ,pensionEarnerName,text,,,[]
Pension Income,1,Question,Age of person earning pension,pensionEarnerAge,number,,,[]
Pension Income,1,Question,Retired since ,retiredSince,date,,,[]
Pension Income,1,Question,Name of the Employer,employerName,text,,,[]
Pension Income,1,Question,Monthly Pension Amount ,assessedNetMonthlyIncome,number,,,[]
Pension Income,1,Question,Bank Name where pension is received,incomeBankName,text,,,[]
Pension Income,1,Question,Bank Account Number when Pension is received,bankAccountNum,text,,,[]
Pension Income,1,Question,Additional Remarks,remarks,textArea,,,[]
Self-employed Driver,1 Basic Details,Question,Since how long the Applicant is involved in this occupation?,occVintage,number,,,[]
Self-employed Driver,1 Basic Details,Question,In Collaboration with any company/organisation? ,isCollab,radio,,,[]
Self-employed Driver,1 Basic Details,Question,Ownership of Vehicle,vehicleOwnership,radio,,,[]
Self-employed Driver,1 Basic Details,Question,Name (If Other),otherName,text,,,[]
Self-employed Driver,4 Assessment,Function Definition,,,,sum,return (Number(param1) + Number(param2)).toFixed(2);,"[""param1"", ""param2""]"
Self-employed Driver,4 Assessment,Function Definition,,,,multiplication,return (Number(param1) * Number(param2)).toFixed(2);,"[""param1"", ""param2""]"
Self-employed Driver,4 Assessment,Function Definition,,,,multiplication2,return (Number(param1) * Number(param2)).toFixed(2);,"[""param1"", ""param2""]"
Self-employed Driver,4 Assessment,Function Definition,,,,concatenateStrings,return str1 + str2;,"[""str1"", ""str2""]"
Self-employed Driver,4 Assessment,Question,Average Trips Per day (Count or Km),avgTripsPerDay,number,,,[]
Self-employed Driver,4 Assessment,Question,Average Charges (per Trip or Per Km basis previous selection),avgChargesPerTrip,number,,,[]
Self-employed Driver,4 Assessment,Question,Average daily collection amount,avgDailyCollection,number,,,[]
Self-employed Driver,4 Assessment,Question,Number of working days in Month,noOfWorkingDays,number,,,[]
Self-employed Driver,5 Expenses,Function Definition,,,,sum,return (Number(param1) + Number(param2) + Number(param3)).toFixed(2);,"[""param1"", ""param2"", ""param3""]"
Self-employed Driver,5 Expenses,Question,Monthly Fuel Expense,monthlyFuelExpense,number,,,[]
Self-employed Driver,5 Expenses,Question,Monthly Maintenance Expense,monthlyMaintenanceExpense,number,,,[]
Self-employed Driver,5 Expenses,Question,Monthly Other Expenses,otherMonthlyExpense,number,,,[]
Self-employed Driver,5 Expenses,Question,Additional remarks,remarks,textArea,,,[]
Self-employed Driver,2.1 Owned,Question,Registration Number,vehicleRegistrationNumber,text,,,[]
Self-employed Driver,2.1 Owned,Question,Which owner are you?,question18410,radio,,,[]
Self-employed Driver,2.2 Rented,Question,Monthly Rental Amount,rentAmount,number,,,[]
Self-employed Driver,3 Income Details ,Function Definition,,,,sum,return param1 + param2;,"[""param1"", ""param2""]"
Self-employed Driver,3 Income Details ,Function Definition,,,,concatenateStrings,return str1 + str2;,"[""str1"", ""str2""]"
Self-employed Driver,3 Income Details ,Question,Total Monthly Collection (Revenue),declaredMonthlyRevenue,number,,,[]
Self-employed Driver,3 Income Details ,Question,Percentage of income coming in bank account,incomePercentageInBank,number,,,[]
Self-employed Driver,3 Income Details ,Question,Bank Name where Income is received,incomeBankName,text,,,[]
Self-employed Driver,success,Function Definition,,,,totalRentExpenseFunction,const totalRentExpense = rentAmount || 0; return Number(totalRentExpense);,"[""rentAmount""]"
Self-employed Driver,success,Function Definition,,,,assessedNetMonthlyIncomeFunction,return (Number(param1) - Number(param2) - Number(param3)).toFixed(2),"[""param1"", ""param2"", ""param3""]"
Self-employed Driver,success,Function Definition,,,,occGrossMarginFunction,return ((Number(param1) - Number(param2))/ Number(param1)).toFixed(2),"[""param1"", ""param2""]"
Self-employed Driver,success,Function Definition,,,,occNetMarginFunction,return (Number(param1)/Number(param2)).toFixed(2),"[""param1"", ""param2""]"
Hotel or Eatery V2,1- Basic Details,Question,Name of the Hotel or Eatery Business.,businessName,text,,,[]
Hotel or Eatery V2,1- Basic Details,Question,How long have you been operating this business?,occVintage,number,,,[]
Hotel or Eatery V2,1- Basic Details,Question,Where is the Business operated from ?,typeOfBusinessLoc,radio,,,[]
Hotel or Eatery V2,1- Basic Details,Question,Distance of Business Place from the Residence (KM),businessPremiseDistanceFromResidence,number,,,[]
Hotel or Eatery V2,1- Basic Details,Question,Ownership of Business Place,businessPremiseOwnership,radio,,,[]
Hotel or Eatery V2,1- Basic Details,Question,Size of the Business Premise (Sq Ft),businessPremiseSize,number,,,[]
Hotel or Eatery V2,2.1 Owned,Question,Is Address on Ownership Proof Matching with Current Address?,isAddressMatch,radio,,,[]
Hotel or Eatery V2,2.1 Owned,Question,Name of the Owner,ownerName,text,,,[]
Hotel or Eatery V2,2.1 Owned,Question,Relationship with Borrower,ownershipRelationship,select,,,[]
Hotel or Eatery V2,2.2 Rented,Question,Rent Amount,rentAmount,number,,,[]
Hotel or Eatery V2,2.3 Leased ,Question,Remaining Lease Period,leasePeriod,number,,,[]
Hotel or Eatery V2,3 Business Location,Function Definition,,,,isValidPinCode,"if (typeof window[""isValid""] === ""undefined"" || window[""isValid""] == null) {
    return { message: """", display: ""none"" }
  }
  if (window[""isValid""]) {
    const elements = [
      ""element-f11d8417-29a8-459b-b3ef-3b203a2cf188"",
      ""element-d29f1628-ad00-4eb9-b72b-d77259543ade"",
      ""element-f503870f-a1b3-4238-95df-25b860c2b61e"",
    ];
    elements.forEach(id => {
      const element = document.getElementById(id);
      if (element) {
        element.dispatchEvent(new Event(""input""));
      } else {
        console.warn(`Element with id ${id} not found.`);
      }
    })
    return { message: """", display: ""none"" }
  }
  return { message: ""Pincode doesn't exists!"", display: ""flex"" }","[""""]"
Hotel or Eatery V2,3 Business Location,Question,Address Line 1,addressLine1,textArea,,,[]
Hotel or Eatery V2,3 Business Location,Question,Address Line 2,addressLine2,textArea,,,[]
Hotel or Eatery V2,3 Business Location,Question,Address Line 3,addressLine3,textArea,,,[]
Hotel or Eatery V2,3 Business Location,Question,Enter Pincode,pincode,text,,,[]
Hotel or Eatery V2,3 Business Location,Question,City,city,text,,,[]
Hotel or Eatery V2,3 Business Location,Question,State,state,text,,,[]
Hotel or Eatery V2,3 Business Location,Question,District,district,text,,,[]
Hotel or Eatery V2,3 Business Location,Question,Name of the Document Provided for Business Address Proof ,businessAddressProodDocName,text,,,[]
Hotel or Eatery V2,3 Business Location,Question,Landmark around Business Location,businessPremiseLandmark,text,,,[]
Hotel or Eatery V2,6 Reference,Question,Reference 1 Name,reference1Name,text,,,[]
Hotel or Eatery V2,6 Reference,Question,Reference 1 Mobile,reference1Mobile,number,,,[]
Hotel or Eatery V2,6 Reference,Question,Reference 2 Name,reference2Name,text,,,[]
Hotel or Eatery V2,6 Reference,Question,Reference 2 Mobile,reference2Mobile,number,,,[]
Hotel or Eatery V2,7 RO Remarks,Question,RO Remarks,roRemarks,textArea,,,[]
Hotel or Eatery V2,8 Business Details,Function Definition,,,,declaredDailyRevenueFunction,return  (Number(totalCustServedInDay) * Number(perCustSalesTicketSize)).toFixed(2);,"[""totalCustServedInDay"", ""perCustSalesTicketSize""]"
Hotel or Eatery V2,8 Business Details,Question,What was your initial capital investment?,initialCapitalInvestment,number,,,[]
Hotel or Eatery V2,8 Business Details,Question,What is your current capital investment?,currentCapitalInvestment,number,,,[]
Hotel or Eatery V2,8 Business Details,Question,What is the mode of service?,modeOfService,radio,,,[]
Hotel or Eatery V2,8 Business Details,Question,Total Customers Served in a day,totalCustServedInDay,number,,,[]
Hotel or Eatery V2,8 Business Details,Question,Average per customer sales ticket size ,perCustSalesTicketSize,number,,,[]
Hotel or Eatery V2,8 Business Details,Question,Total Monthly Sales Amount from Hotel Business,declaredMonthlyRevenue,number,,,[]
Hotel or Eatery V2,8 Business Details,Question,Total Monthly Profit Amount from Hotel Business,declaredMonthlyIncomeTotal,number,,,[]
Hotel or Eatery V2,8 Business Details,Question,Percentage of income coming in bank account,incomePercentageInBank,number,,,[]
Hotel or Eatery V2,8 Business Details,Question,Bank Name where income is received,incomeBankName,text,,,[]
Hotel or Eatery V2,8 Business Details,Question,Is this bank account linked to QR code?,bankLinkedQR,radio,,,[]
Hotel or Eatery V2,8 Business Details,Question,Is the FSSAI – (Food) license available?,foodLicense,radio,,,[]
Hotel or Eatery V2,8 Business Details,Question,Gas connection/Gas Cyclinder available?,gasConnectionAvailability,radio,,,[]
Hotel or Eatery V2,8 Business Details,Question,Do you file GST?,fileGst,radio,,,[]
Hotel or Eatery V2,9 Business Outlook,Question,How many hotels  or eateries are located on this street/road?,competitionRange,number,,,[]
Hotel or Eatery V2,9 Business Outlook,Question,Best Months of Business,businessBestMonth,checkbox,,,[]
Hotel or Eatery V2,9 Business Outlook,Question,What is the total number of staff members in the Hotel or Eatery?(including applicant),staffCount,number,,,[]
Hotel or Eatery V2,9 Business Outlook,Question,Opening Time,openingTime,text,,,[]
Hotel or Eatery V2,9 Business Outlook,Question,Closing Time,closingTime,text,,,[]
Hotel or Eatery V2,9 Business Outlook,Question,Operational on weekends,weekendOperational,radio,,,[]
Hotel or Eatery V2,10 Income Details,Function Definition,,,,salesValueCalc,return(Number(params1)*Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Hotel or Eatery V2,10 Income Details,Function Definition,,,,totalSalesValueCalc,return(Number(params1)+Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Hotel or Eatery V2,10 Income Details,Function Definition,,,,getAccurateValuesRevenue,"let value = ""0"";
  infoGrid.forEach((obj) => {
    if (obj.key === ""Total Monthly Revenue"") {
      value = (Number(value) + Number(obj.value)).toFixed(2)
    }
  });
  document.getElementById(""element-totalMonthlyRevenue"").textContent = value
  return value","[""infoGrid""]"
Hotel or Eatery V2,11 Purchase Details,Function Definition,,,,monthlyCostCalc,return(Number(params1)*Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Hotel or Eatery V2,11 Purchase Details,Function Definition,,,,totalMonthlyCostCalc,return(Number(params1)+Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Hotel or Eatery V2,11 Purchase Details,Function Definition,,,,getAccurateValuesExpense,"let value = ""0"";
  infoGrid.forEach((obj) => {
    if (obj.key === ""Total Cost"") {
      value = (Number(value) + Number(obj.value)).toFixed(2)
    }
  });
  document.getElementById(""element-totalPurchaseCost"").textContent = value
  return value","[""infoGrid""]"
Hotel or Eatery V2,12 Additional Expense Details,Function Definition,,,,totalMonthlyAdditionalExpenseFunction,return (Number(additionalMonthlyStaffSalary) + Number(electricity) + Number(gas) + Number(wastage) + Number(waterBill) + Number(cleaningEssesntials) + Number(transportation) + Number(otherMonthlyExpense)).toFixed(2);,"[""additionalMonthlyStaffSalary"", ""electricity"", ""gas"", ""cleaningEssesntials"", ""waterBill"", ""wastage"", ""transportation"", ""otherMonthlyExpense""]"
Hotel or Eatery V2,12 Additional Expense Details,Function Definition,,,,totalMonthlyOperatingExpenseFunction,return (Number(totalMonthlyAdditionalExpense) + Number(totalMonthlyPurchaseCost)).toFixed(2);,"[""totalMonthlyAdditionalExpense"", ""totalMonthlyPurchaseCost""]"
Hotel or Eatery V2,12 Additional Expense Details,Question,Monthly Salary to staff,additionalMonthlyStaffSalary,number,,,[]
Hotel or Eatery V2,12 Additional Expense Details,Question,Electricity,electricity,number,,,[]
Hotel or Eatery V2,12 Additional Expense Details,Question,Gas,gas,number,,,[]
Hotel or Eatery V2,12 Additional Expense Details,Question,"Cleaning Essentials (Soap, tissues)",cleaningEssentials,number,,,[]
Hotel or Eatery V2,12 Additional Expense Details,Question,Water Bill,waterBill,number,,,[]
Hotel or Eatery V2,12 Additional Expense Details,Question,Wastage,wastage,number,,,[]
Hotel or Eatery V2,12 Additional Expense Details,Question,Transport & Travel,transportation,number,,,[]
Hotel or Eatery V2,12 Additional Expense Details,Question,Other Monthly Expense,otherMonthlyExpense,number,,,[]
Hotel or Eatery V2,13 AM Remarks,Question,AM Remarks,amRemarks,textArea,,,[]
Hotel or Eatery V2,success,Function Definition,,,,totalRentExpenseFunction,const totalRentExpense = rentAmount || 0; return totalRentExpense.toFixed(2);,"[""rentAmount""]"
Hotel or Eatery V2,success,Function Definition,,,,assessedGrossMonthlyIncomeFunction,return (Number(totalMonthlyRevenue) - Number(totalMonthlyOperatingExpense)).toFixed(2);,"[""totalMonthlyRevenue"", ""totalMonthlyOperatingExpense""]"
Hotel or Eatery V2,success,Function Definition,,,,assessedNetMonthlyIncomeFunction,return (Number(totalMonthlyRevenue) - Number(totalMonthlyOperatingExpense) - Number(totalRentExpense)).toFixed(2);,"[""totalMonthlyRevenue"", ""totalMonthlyOperatingExpense"", ""totalRentExpense""]"
Hotel or Eatery V2,success,Function Definition,,,,occGrossMarginFunction,return ((Number(assessedGrossMonthlyIncome)/Number(totalMonthlyRevenue))*100).toFixed(2);,"[""assessedGrossMonthlyIncome"", ""totalMonthlyRevenue""]"
Hotel or Eatery V2,success,Function Definition,,,,occNetMarginFunction,return ((Number(assessedNetMonthlyIncome)/Number(totalMonthlyRevenue))*100).toFixed(2);,"[""assessedNetMonthlyIncome"", ""totalMonthlyRevenue""]"
Hotel or Eatery V2,success,Function Definition,,,,totalRentExpenseFunction,const totalRentExpense = rentAmount || 0; return totalRentExpense.toFixed(2);,"[""rentAmount""]"
Hotel or Eatery,1- Basic Details,Question,Name of the Hotel or Eatery Business.,businessName,text,,,[]
Hotel or Eatery,1- Basic Details,Question,How long have you been operating this business?,occVintage,number,,,[]
Hotel or Eatery,1- Basic Details,Question,Where is the Business operated from ?,typeOfBusinessLoc,radio,,,[]
Hotel or Eatery,1- Basic Details,Question,Distance of Business Place from the Residence (KM),businessPremiseDistanceFromResidence,number,,,[]
Hotel or Eatery,1- Basic Details,Question,Ownership of Business Place,businessPremiseOwnership,radio,,,[]
Hotel or Eatery,1- Basic Details,Question,Size of the Business Premise (Sq Ft),businessPremiseSize,number,,,[]
Hotel or Eatery,2.1 Owned,Question,Is Address on Ownership Proof Matching with Current Address?,isAddressMatch,radio,,,[]
Hotel or Eatery,2.1 Owned,Question,Name of the Owner,ownerName,text,,,[]
Hotel or Eatery,2.1 Owned,Question,Relationship with Borrower,ownershipRelationship,select,,,[]
Hotel or Eatery,2.2 Rented,Question,Rent Amount,rentAmount,number,,,[]
Hotel or Eatery,2.3 Leased ,Question,Remaining Lease Period,leasePeriod,number,,,[]
Hotel or Eatery,3 Business Location,Function Definition,,,,isValidPinCode,"if (typeof window[""isValid""] === ""undefined"" || window[""isValid""] == null) {
    return { message: """", display: ""none"" }
  }
  if (window[""isValid""]) {
    const elements = [
      ""element-f11d8417-29a8-459b-b3ef-3b203a2cf188"",
      ""element-d29f1628-ad00-4eb9-b72b-d77259543ade"",
      ""element-f503870f-a1b3-4238-95df-25b860c2b61e"",
    ];
    elements.forEach(id => {
      const element = document.getElementById(id);
      if (element) {
        element.dispatchEvent(new Event(""input""));
      } else {
        console.warn(`Element with id ${id} not found.`);
      }
    })
    return { message: """", display: ""none"" }
  }
  return { message: ""Pincode doesn't exists!"", display: ""flex"" }","[""""]"
Hotel or Eatery,3 Business Location,Question,Address Line 1,addressLine1,textArea,,,[]
Hotel or Eatery,3 Business Location,Question,Address Line 2,addressLine2,textArea,,,[]
Hotel or Eatery,3 Business Location,Question,Address Line 3,addressLine3,textArea,,,[]
Hotel or Eatery,3 Business Location,Question,Enter Pincode,pincode,text,,,[]
Hotel or Eatery,3 Business Location,Question,City,city,text,,,[]
Hotel or Eatery,3 Business Location,Question,State,state,text,,,[]
Hotel or Eatery,3 Business Location,Question,District,district,text,,,[]
Hotel or Eatery,3 Business Location,Question,Name of the Document Provided for Business Address Proof ,businessAddressProodDocName,text,,,[]
Hotel or Eatery,3 Business Location,Question,Landmark around Business Location,businessPremiseLandmark,text,,,[]
Hotel or Eatery,6 Reference,Question,Reference 1 Name,reference1Name,text,,,[]
Hotel or Eatery,6 Reference,Question,Reference 1 Mobile,reference1Mobile,number,,,[]
Hotel or Eatery,6 Reference,Question,Reference 2 Name,reference2Name,text,,,[]
Hotel or Eatery,6 Reference,Question,Reference 2 Mobile,reference2Mobile,number,,,[]
Hotel or Eatery,7 RO Remarks,Question,RO Remarks,roRemarks,textArea,,,[]
Hotel or Eatery,8 Business Details,Function Definition,,,,declaredDailyRevenueFunction,return  (Number(totalCustServedInDay) * Number(perCustSalesTicketSize)).toFixed(2);,"[""totalCustServedInDay"", ""perCustSalesTicketSize""]"
Hotel or Eatery,8 Business Details,Question,What was your initial capital investment?,initialCapitalInvestment,number,,,[]
Hotel or Eatery,8 Business Details,Question,What is your current capital investment?,currentCapitalInvestment,number,,,[]
Hotel or Eatery,8 Business Details,Question,What is the mode of service?,modeOfService,radio,,,[]
Hotel or Eatery,8 Business Details,Question,Total Customers Served in a day,totalCustServedInDay,number,,,[]
Hotel or Eatery,8 Business Details,Question,Average per customer sales ticket size ,perCustSalesTicketSize,number,,,[]
Hotel or Eatery,8 Business Details,Question,Total Monthly Sales Amount from Hotel Business,declaredMonthlyRevenue,number,,,[]
Hotel or Eatery,8 Business Details,Question,Total Monthly Profit Amount from Hotel Business,declaredMonthlyIncomeTotal,number,,,[]
Hotel or Eatery,8 Business Details,Question,Percentage of income coming in bank account,incomePercentageInBank,number,,,[]
Hotel or Eatery,8 Business Details,Question,Bank Name where income is received,incomeBankName,text,,,[]
Hotel or Eatery,8 Business Details,Question,Is this bank account linked to QR code?,bankLinkedQR,radio,,,[]
Hotel or Eatery,8 Business Details,Question,Is the FSSAI – (Food) license available?,foodLicense,radio,,,[]
Hotel or Eatery,8 Business Details,Question,Gas connection/Gas Cyclinder available?,gasConnectionAvailability,radio,,,[]
Hotel or Eatery,8 Business Details,Question,Do you file GST?,fileGst,radio,,,[]
Hotel or Eatery,9 Business Outlook,Question,How many hotels  or eateries are located on this street/road?,competitionRange,number,,,[]
Hotel or Eatery,9 Business Outlook,Question,Best Months of Business,businessBestMonth,checkbox,,,[]
Hotel or Eatery,9 Business Outlook,Question,What is the total number of staff members in the Hotel or Eatery?(including applicant),staffCount,number,,,[]
Hotel or Eatery,10 Income Details,Function Definition,,,,salesValueCalc,return(Number(params1)*Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Hotel or Eatery,10 Income Details,Function Definition,,,,totalSalesValueCalc,return(Number(params1)+Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Hotel or Eatery,11 Purchase Details,Function Definition,,,,monthlyCostCalc,return(Number(params1)*Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Hotel or Eatery,11 Purchase Details,Function Definition,,,,totalMonthlyCostCalc,return(Number(params1)+Number(params2)).toFixed(2);,"[""params1"", ""params2""]"
Hotel or Eatery,12 Additional Expense Details,Function Definition,,,,totalMonthlyAdditionalExpenseFunction,return (Number(additionalMonthlyStaffSalary) + Number(electricity) + Number(gas) + Number(wastage) + Number(waterBill) + Number(cleaningEssesntials) + Number(transportation) + Number(otherMonthlyExpense)).toFixed(2);,"[""additionalMonthlyStaffSalary"", ""electricity"", ""gas"", ""cleaningEssesntials"", ""waterBill"", ""wastage"", ""transportation"", ""otherMonthlyExpense""]"
Hotel or Eatery,12 Additional Expense Details,Function Definition,,,,totalMonthlyOperatingExpenseFunction,return (Number(totalMonthlyAdditionalExpense) + Number(totalMonthlyPurchaseCost)).toFixed(2);,"[""totalMonthlyAdditionalExpense"", ""totalMonthlyPurchaseCost""]"
Hotel or Eatery,12 Additional Expense Details,Question,Monthly Salary to staff,additionalMonthlyStaffSalary,number,,,[]
Hotel or Eatery,12 Additional Expense Details,Question,Electricity,electricity,number,,,[]
Hotel or Eatery,12 Additional Expense Details,Question,Gas,gas,number,,,[]
Hotel or Eatery,12 Additional Expense Details,Question,"Cleaning Essentials (Soap, tissues)",cleaningEssentials,number,,,[]
Hotel or Eatery,12 Additional Expense Details,Question,Water Bill,waterBill,number,,,[]
Hotel or Eatery,12 Additional Expense Details,Question,Wastage,wastage,number,,,[]
Hotel or Eatery,12 Additional Expense Details,Question,Transport & Travel,transportation,number,,,[]
Hotel or Eatery,12 Additional Expense Details,Question,Other Monthly Expense,otherMonthlyExpense,number,,,[]
Hotel or Eatery,13 AM Remarks,Question,AM Remarks,amRemarks,textArea,,,[]
Hotel or Eatery,success,Function Definition,,,,totalRentExpenseFunction,const totalRentExpense = rentAmount || 0; return totalRentExpense.toFixed(2);,"[""rentAmount""]"
Hotel or Eatery,success,Function Definition,,,,assessedGrossMonthlyIncomeFunction,return (Number(totalMonthlyRevenue) - Number(totalMonthlyOperatingExpense)).toFixed(2);,"[""totalMonthlyRevenue"", ""totalMonthlyOperatingExpense""]"
Hotel or Eatery,success,Function Definition,,,,assessedNetMonthlyIncomeFunction,return (Number(totalMonthlyRevenue) - Number(totalMonthlyOperatingExpense) - Number(totalRentExpense)).toFixed(2);,"[""totalMonthlyRevenue"", ""totalMonthlyOperatingExpense"", ""totalRentExpense""]"
Hotel or Eatery,success,Function Definition,,,,occGrossMarginFunction,return ((Number(assessedGrossMonthlyIncome)/Number(totalMonthlyRevenue))*100).toFixed(2);,"[""assessedGrossMonthlyIncome"", ""totalMonthlyRevenue""]"
Hotel or Eatery,success,Function Definition,,,,occNetMarginFunction,return ((Number(assessedNetMonthlyIncome)/Number(totalMonthlyRevenue))*100).toFixed(2);,"[""assessedNetMonthlyIncome"", ""totalMonthlyRevenue""]"
Hotel or Eatery,success,Function Definition,,,,totalRentExpenseFunction,const totalRentExpense = rentAmount || 0; return totalRentExpense.toFixed(2);,"[""rentAmount""]"
Test AS,1 Basic,Question,Name of the Business,businessName,text,,,[]
Test AS,1 Basic,Question,Since How long the household is involved in this business activity?,occVintage,number,,,[]
Test AS,1 Basic,Question,Is Business Operated from Residence?,typeOfBusinessLoc,radio,,,[]
Test AS,1 Basic,Question,Distance of Business Place from the Residence,businessPremiseDistanceFromResidence,number,,,[]
Test AS,1 Basic,Question,Ownership of Business Place,businessPremiseOwnership,radio,,,[]
Test AS,1 Basic,Question,Size of the Business Premise (Sq Ft),businessPremiseSize,number,,,[]
Test AS,2.1 Own,Question,Is Address on Ownership Proof Matching with Current Address?,isAddressMatch,radio,,,[]
Test AS,2.1 Own,Question,Name of the Owner,ownerName,text,,,[]
Test AS,2.1 Own,Question,Relationship with Applicant,ownershipRelationship,select,,,[]
Test AS,2.2 Rent,Question,Rent Amount,rentAmount,number,,,[]
Test AS,2.3 Lease,Question,Lease Period,leasePeriod,number,,,[]
Test AS,3 Business Location,Function Definition,,,,isValidPinCode,"if (typeof window[""isValid""] === ""undefined"" || window[""isValid""] == null) {
    return { message: """", display: ""none"" }
  }
  console.log(""Running Dispatch Event"")
  if (window[""isValid""]) {
    const elements = [
              ""element-e6786dbf-2ac3-4f73-aa82-0e4548310a7e"",
              ""element-660b051a-6086-4939-b848-84f993eb6ae7"",
              ""element-287ee435-2399-4ac2-90bd-e9f1734180b4""
            ];
    elements.forEach(id => {
      const element = document.getElementById(id);
      if (element) {
        element.dispatchEvent(new Event(""input""));
      } else {
        console.warn(`Element with id ${id} not found.`);
      }
    })
    return { message: """", display: ""none"" }
  }
  return { message: ""Pincode doesn't exists!"", display: ""flex"" }","[""""]"
